year,stage,special,state,state_postal,state_fips,state_icpsr,county_name,county_fips,county_ansi,county_lat,county_long,jurisdiction,precinct,candidate,candidate_normalized,office,district,writein,party,mode,votes,candidate_opensecrets,candidate_wikidata,candidate_party,candidate_last,candidate_first,candidate_middle,candidate_full,candidate_suffix,candidate_nickname,candidate_fec,candidate_fec_name,candidate_google,candidate_govtrack,candidate_icpsr,candidate_maplight
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #1; 9001,,,US House,1,TRUE,non-partisan,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #1; 9001,,,US House,1,TRUE,non-partisan,mail,2,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #1; 9001,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,0,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #1; 9001,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,307,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #1; 9001,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #1; 9001,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,26,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,,,US House,2,TRUE,non-partisan,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,,,US House,2,TRUE,non-partisan,mail,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,Salvatore G. Caiozzo,caiozzo,US House,2,FALSE,independent,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,Salvatore G. Caiozzo,caiozzo,US House,2,FALSE,independent,mail,3,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,Jeffrey C. Johnson,johnson,US House,2,FALSE,independent,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,Jeffrey C. Johnson,johnson,US House,2,FALSE,independent,mail,21,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,James R. Langevin,langevin,US House,2,FALSE,democratic,election day,0,N00009724,Q1397290,Democrat,Langevin,James,R.,James R. Langevin,,Jim,H0RI02139,,kg:/m/02tvqy,400230,20136,331
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,James R. Langevin,langevin,US House,2,FALSE,democratic,mail,202,N00009724,Q1397290,Democrat,Langevin,James,R.,James R. Langevin,,Jim,H0RI02139,,kg:/m/02tvqy,400230,20136,331
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,Rhue R. Reis,reis,US House,2,FALSE,republican,election day,0,,,,,,,,,,H4RI02107,"REIS, RHUE",,,,
2016,gen,FALSE,Rhode Island,RI,44,5,,,,,,Federal Precinct,Federal Precinct #2; 9002,Rhue R. Reis,reis,US House,2,FALSE,republican,mail,13,,,,,,,,,,H4RI02107,"REIS, RHUE",,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3401; 3401,,,US House,1,TRUE,non-partisan,election day,8,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3401; 3401,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3401; 3401,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,686,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3401; 3401,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,63,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3401; 3401,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,324,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3401; 3401,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,18,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3402; 3402,,,US House,1,TRUE,non-partisan,election day,14,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3402; 3402,,,US House,1,TRUE,non-partisan,mail,2,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3402; 3402,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,819,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3402; 3402,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,69,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3402; 3402,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,668,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3402; 3402,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,59,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3403; 3403,,,US House,1,TRUE,non-partisan,election day,4,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3403; 3403,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3403; 3403,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,1105,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3403; 3403,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,115,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3403; 3403,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,657,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren 3403; 3403,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,50,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,,,US House,1,TRUE,non-partisan,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,,,US House,1,TRUE,non-partisan,total,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,0,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,David N. Cicilline,cicilline,US House,1,FALSE,democratic,total,0,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,0,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,Harold Russell Taub,taub,US House,1,FALSE,republican,total,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Warren,Warren Limited; 3404,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0201; 201,,,US House,1,TRUE,non-partisan,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0201; 201,,,US House,1,TRUE,non-partisan,total,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0201; 201,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0201; 201,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,513,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0201; 201,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,29,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0201; 201,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,433,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0201; 201,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,26,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0202; 202,,,US House,1,TRUE,non-partisan,election day,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0202; 202,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0202; 202,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,323,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0202; 202,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,25,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0202; 202,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,216,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0202; 202,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,20,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0203; 203,,,US House,1,TRUE,non-partisan,election day,4,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0203; 203,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0203; 203,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,985,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0203; 203,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,138,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0203; 203,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,788,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0203; 203,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,98,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0204; 204,,,US House,1,TRUE,non-partisan,election day,4,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0204; 204,,,US House,1,TRUE,non-partisan,mail,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0204; 204,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,707,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0204; 204,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,83,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0204; 204,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,434,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0204; 204,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,38,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0205; 205,,,US House,1,TRUE,non-partisan,election day,4,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0205; 205,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0205; 205,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,805,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0205; 205,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,48,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0205; 205,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,637,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0205; 205,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,32,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0206; 206,,,US House,1,TRUE,non-partisan,election day,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0206; 206,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0206; 206,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,714,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0206; 206,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,44,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0206; 206,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,398,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0206; 206,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,20,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0207; 207,,,US House,1,TRUE,non-partisan,election day,3,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0207; 207,,,US House,1,TRUE,non-partisan,mail,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0207; 207,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,450,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0207; 207,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,53,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0207; 207,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,303,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0207; 207,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,35,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0208; 208,,,US House,1,TRUE,non-partisan,election day,3,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0208; 208,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0208; 208,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,599,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0208; 208,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,66,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0208; 208,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,330,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0208; 208,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,29,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0209; 209,,,US House,1,TRUE,non-partisan,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0209; 209,,,US House,1,TRUE,non-partisan,total,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0209; 209,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0209; 209,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,129,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0209; 209,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,7,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0209; 209,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,94,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol 0209; 209,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,6,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol Limited; 210,,,US House,1,TRUE,non-partisan,election day,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol Limited; 210,,,US House,1,TRUE,non-partisan,total,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol Limited; 210,,,US House,1,TRUE,non-partisan,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol Limited; 210,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,1,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol Limited; 210,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,0,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol Limited; 210,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Bristol,Bristol Limited; 210,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,0,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Barrington,Barrington 0101; 101,,,US House,1,TRUE,non-partisan,election day,2,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Barrington,Barrington 0101; 101,,,US House,1,TRUE,non-partisan,mail,1,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Barrington,Barrington 0101; 101,David N. Cicilline,cicilline,US House,1,FALSE,democratic,election day,858,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Barrington,Barrington 0101; 101,David N. Cicilline,cicilline,US House,1,FALSE,democratic,mail,97,N00032019,Q938498,Democrat,Cicilline,David,N.,David N. Cicilline,,,H0RI01073,,kg:/m/04t97v,412470,21172,1475
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Barrington,Barrington 0101; 101,Harold Russell Taub,taub,US House,1,FALSE,republican,election day,574,,,,,,,,,,,,,,,
2016,gen,FALSE,Rhode Island,RI,44,5,Bristol County,44001,01219777,41.706831,-71.286637,Barrington,Barrington 0101; 101,Harold Russell Taub,taub,US House,1,FALSE,republican,mail,53,,,,,,,,,,,,,,,
